original_row_id,merchant_id,merchant_name,mcc,merchant_category,business_type,city,state,onboarding_date,settlement_account,has_settlement_account,merchant_status,declared_avg_ticket_size,ticket_size_was_negative,is_suspended_or_blocked,missing_mcc_or_category,category_median_ticket_size,id_collision_flag
3228,MCH1096,Subramanian-Prasad,5699.0,Apparel,Individual,Hyderabad,Telangana,2025-03-07 02:41:50,,False,Active,8373.82,False,False,False,1252.4299999999998,False
4019,MCH1097,"Narayan, Datta and Chowdhury",5999.0,Misc Retail,Individual,Lucknow,Uttar Pradesh,2025-05-09 00:00:00,,False,Active,343.8,False,False,False,1276.92,False
5251,MCH1098,"raval, yadav and yogi",7011.0,Hotel,Private Limited,Jaipur,Rajasthan,2023-12-01 00:00:00,XXXX3614,True,Active,181.0,False,False,False,1161.77,False
3234,MCH1100,swamy inc,5311.0,Retail,Partnership,Ludhiana,Punjab,2024-08-17 00:00:00,9084083237,True,Inactive,2008.22,False,False,False,1126.42,False
5149,MCH1101_1,"Deo, Gill and Dhaliwal",5812.0,Restaurant,Private Limited,Delhi,Delhi,2023-05-26 09:37:00,,False,Active,1076.28,False,False,False,1327.31,True
1897,MCH1101_2,Mangal Inc,5912.0,Pharmacy,Individual,Chennai,Tamil Nadu,2023-06-19 00:00:00,XXXX7862,True,Active,2025.16,False,False,False,1300.55,True
3707,MCH1101_3,Ramaswamy-Prabhakar,5912.0,Pharmacy,Sole Proprietor,Chennai,Tamil Nadu,2025-06-02 00:00:00,,False,Active,8687.0,False,False,False,1300.55,True
3610,MCH1101_4,Seshadri-Rajagopalan,4814.0,Mobile Recharge,Individual,Kolkata,West Bengal,2023-06-28 00:00:00,,False,Inactive,3516.26,False,False,False,1108.585,True
3874,MCH1101_5,Sethi Ltd,5812.0,Restaurant,Partnership,Kolkata,West Bengal,2023-08-10 00:00:00,,False,Active,840.25,False,False,False,1327.31,True
4976,MCH1104,Chander LLC,4814.0,Telecom,Private Limited,Delhi,Delhi,2024-09-05 00:00:00,,False,Active,778.62,False,False,False,1213.17,False
1381,MCH1106_1,"Agrawal, Ganguly and Kalla",5411.0,Grocery,Private Limited,Delhi,Delhi,2024-08-25 00:00:00,ZKGK4764088745020,True,Active,1100.28,False,False,False,1233.545,True
482,MCH1106_2,"narang, wali and aurora",5411.0,Grocery,Sole Proprietor,Jalandhar,Punjab,2023-10-04 00:00:00,XKBE4857491773438,True,Active,1853.84,False,False,False,1233.545,True
3367,MCH1107,Sen-Das,,Mobile Recharge,Private Limited,Chennai,Tamil Nadu,2024-09-16 00:00:00,VDXT6754486241555,True,Active,,False,False,True,1108.585,False
439,MCH1109_1,Sinha-Bumb,4131.0,Transportation,Private Limited,Amritsar,Punjab,2023-11-02 07:38:00,,False,Active,,True,False,False,1225.12,True
2200,MCH1109_2,Solanki Ltd,5311.0,Department Store,Partnership,Mumbai,Maharashtra,2023-07-23 00:00:00,XXXX9384,True,Active,1262.18,False,False,False,1356.755,True
6082,MCH1115,Nadkarni LLC,4131.0,Transportation,Partnership,Jalandhar,Punjab,,,False,Active,6943.0,False,False,False,1225.12,False
5252,MCH1118_1,"BASAK, PILLAI AND ARORA",5999.0,Misc Retail,Private Limited,Chennai,Tamil Nadu,2026-01-06 00:00:00,,False,Active,3933.25,False,False,False,1276.92,True
4704,MCH1118_2,ChokshiInc,4131.0,Transportation,Partnership,Jalandhar,Punjab,2025-07-26 00:00:00,XXXX1304,True,Active,590.75,False,False,False,1225.12,True
3518,MCH1122_1,Bakshi and Sons,,Department Store,Private Limited,Chennai,Tamil Nadu,2023-03-09 00:00:00,,False,Active,638.59,False,False,True,1356.755,True
4130,MCH1122_2,"Rana, Choudhury and Garde",5912.0,Pharmacy,Partnership,Ludhiana,Punjab,2024-11-30 00:00:00,XXXX6047,True,Active,4792.92,False,False,False,1300.55,True
999,MCH1124_1,Andra Inc,7011.0,Hotel,Partnership,Lucknow,Uttar Pradesh,2023-08-07 00:00:00,,False,Active,5664.0,False,False,False,1161.77,True
3494,MCH1124_2,"Hayre, Chana and Bhasin",5699.0,Apparel,Sole Proprietor,Jaipur,Rajasthan,2024-05-10 00:00:00,,False,Active,843.01,False,False,False,1252.4299999999998,True
3296,MCH1126,"Nayak, Dhaliwal and Soman",5411.0,Grocery,Partnership,Jalandhar,Punjab,2026-02-12 00:00:00,,False,Active,564.83,False,False,False,1233.545,False
5713,MCH1128_1,Natt-Keer,5999.0,Misc Retail,Sole Proprietor,Hyderabad,Telangana,2026-01-10 12:42:55,XXXX1918,True,Active,1028.32,False,False,False,1276.92,True
6071,MCH1128_2,Srinivasan Group,,Grocery,Private Limited,Chennai,Tamil Nadu,2024-04-19 00:00:00,,False,Active,,True,False,True,1233.545,True
4161,MCH1130_1,Bhargava-Dara,5311.0,Department Store,Individual,Amritsar,Punjab,2025-06-14 00:00:00,8689036086,True,Active,2188.62,False,False,False,1356.755,True
521,MCH1130_2,"K0thari, Singh and Sura",5311.0,Department Store,Sole Proprietor,Ludhiana,Punjab,2025-09-20 00:31:00,,False,Active,3514.91,False,False,False,1356.755,True
4755,MCH1132,Cheema Inc,5999.0,Misc Retail,Sole Proprietor,Ludhiana,Punjab,2023-09-10 00:00:00,3299217122,True,Active,,False,False,False,1276.92,False
1905,MCH1133,Shere Ltd,5912.0,Pharmacy,Partnership,Bengaluru,Karnataka,2025-06-10 00:00:00,,False,Active,11501.53,False,False,False,1300.55,False
993,MCH1134_1,"Sani, Uppal and Pillai",,Pharmacy,Partnership,Kolkata,West Bengal,2025-04-11 00:00:00,,False,Active,6246.52,False,False,True,1300.55,True
5994,MCH1134_2,"Shenoy, Gokhale and Soman",5411.0,Grocery,Individual,Delhi,Delhi,2024-12-11 00:00:00,KZYJ5215017385369,True,Active,284.86,False,False,False,1233.545,True
1925,MCH1136,"bahri, kanda and seth",5942.0,Books & Stationery,Private Limited,Chennai,Tamil Nadu,2023-07-17 00:00:00,XXXX4885,True,Active,896.84,False,False,False,1167.225,False
1176,MCH1138,"Shan,BuchandTank",5942.0,Books & Stationery,Sole Proprietor,Bengaluru,Karnataka,2024-03-07 21:25:00,XXXX0724,True,Active,1369.64,False,False,False,1167.225,False
4428,MCH1142_1,"Master, Soni and Kapadia",4814.0,Mobile Recharge,Sole Proprietor,Chennai,Tamil Nadu,2024-10-06 12:07:57,4563871051,True,Active,252.13,False,False,False,1108.585,True
1634,MCH1142_2,MORAR LLC,5999.0,Misc Retail,Sole Proprietor,Jalandhar,Punjab,,,False,Active,,False,False,False,1276.92,True
2676,MCH1143,ARYA-KHANNA,4131.0,Transportation,Sole Proprietor,Jalandhar,Punjab,2023-08-16 00:00:00,9953530102,True,Active,486.39,False,False,False,1225.12,False
6133,MCH1144,Morar-Rattan,5699.0,Apparel,Sole Proprietor,Jaipur,Rajasthan,2025-01-20 00:00:00,,False,Active,1182.28,False,False,False,1252.4299999999998,False
2054,MCH1147,Dayal-Sabharwal,4814.0,Mobile Recharge,Individual,Kolkata,West Bengal,2023-11-23 00:00:00,XXXX2380,True,Inactive,939.97,False,False,False,1108.585,False
638,MCH1148,Deep-Manda,4131.0,Transportation,Individual,Amritsar,Punjab,2025-06-15 00:35:23,,False,Active,3461.0,False,False,False,1225.12,False
5441,MCH1152,Raman-Choudhury,,Grocery,Partnership,Chennai,Tamil Nadu,2025-12-19 00:00:00,XXXX0685,True,Active,233.0,False,False,True,1233.545,False
6098,MCH1153_1,"Johal, Suri and Rama",5999.0,Misc Retail,Sole Proprietor,Kolkata,West Bengal,2023-05-08 00:00:00,XXXX9937,True,Active,153.84,False,False,False,1276.92,True
1498,MCH1153_2,"Oommen, Sastry and Varty",5311.0,Department Store,Private Limited,Amritsar,Punjab,2024-06-17 00:00:00,XXXX3616,True,Active,873.51,False,False,False,1356.755,True
648,MCH1154_1,"oommen, tata and randhawa",,Hotel,Partnership,Kolkata,West Bengal,2025-04-18 00:00:00,RBFJ6015227406897,True,Active,655.3,False,False,True,1161.77,True
4893,MCH1154_2,Saran and Sons,5912.0,Pharmacy,Private Limited,Pune,Maharashtra,2023-12-26 00:00:00,TCTB2753134775657,True,Active,871.24,False,False,False,1300.55,True
2344,MCH1155,Sha LLC,4131.0,Transportation,Sole Proprietor,Amritsar,Punjab,2024-03-08 00:00:00,,False,Inactive,1753.08,False,False,False,1225.12,False
3159,MCH1159_1,De Ltd,5942.0,Books & Stationery,Individual,Kolkata,West Bengal,2025-12-05 15:35:26,,False,Active,1672.61,False,False,False,1167.225,True
393,MCH1159_2,Sabharwal-Gole,4814.0,Telecom,Partnership,Hyderabad,Telangana,,XXXX4659,True,Closed,790.13,False,False,False,1213.17,True
5001,MCH1161,"Kuruvilla, Pall and Ravel",5411.0,Grocery,Private Limited,Jalandhar,Punjab,2023-12-29 00:00:00,,False,Active,549.82,False,False,False,1233.545,False
5685,MCH1162,"Anand, Mistry and Khare",5999.0,Misc Retail,Private Limited,Delhi,Delhi,2025-12-02 00:00:00,XXXX2346,True,Active,1311.0,False,False,False,1276.92,False
4773,MCH1163_1,Chauhan Group,5912.0,Pharmacy,Sole Proprietor,Kolkata,West Bengal,2024-04-10 00:00:00,,False,Active,2218.96,False,False,False,1300.55,True
4764,MCH1163_2,"Gour, Comar and Palan",4814.0,Telecom,Partnership,Ludhiana,Punjab,2025-10-25 00:00:00,BYWD2962302915002,True,Closed,5449.73,False,False,False,1213.17,True
346,MCH1164,Goda PLC,4131.0,Transportation,Partnership,Ludhiana,Punjab,2025-10-27 00:00:00,,False,Active,953.0,False,False,False,1225.12,False
2079,MCH1168_1,"Dugal, Thaker and Rana",5699.0,Apparel,Partnership,Hyderabad,Telangana,2023-04-28 00:00:00,ZVAL3726006910876,True,Inactive,900.21,False,False,False,1252.4299999999998,True
49,MCH1168_2,  Sekhon Inc  ,5411.0,Grocery,Sole Proprietor,Hyderabad,Telangana,2025-07-26 21:06:00,,False,Active,6003.0,False,False,False,1233.545,True
2019,MCH1168_3,"Seshadri, Borah and Sachdeva",,Pharmacy,Individual,Pune,Maharashtra,2026-01-04 03:19:25,CWXA5916653675162,True,Active,4780.41,False,False,True,1300.55,True
1527,MCH1169,Dey-Gupta,5812.0,Restaurant,Individual,Bengaluru,Karnataka,2023-03-17 00:00:00,0295503532,True,Active,1427.7,False,False,False,1327.31,False
71,MCH1170,"Wali, Bala and Sanghvi",5311.0,Department Store,Sole Proprietor,Bengaluru,Karnataka,2023-01-04 15:30:00,,False,Inactive,1109.65,False,False,False,1356.755,False
5537,MCH1171,Sampath-Shroff,5912.0,Pharmacy,Partnership,Delhi,Delhi,2026-01-19 05:21:00,,False,Active,393.94,False,False,False,1300.55,False
1227,MCH1174,Mander-Kari,5411.0,Grocery,Partnership,Jalandhar,Punjab,2023-05-01 00:00:00,,False,Active,1013.97,False,False,False,1233.545,False
5231,MCH1177,"Mistry, Savant and Jha",4131.0,Transportation,Sole Proprietor,Amritsar,Punjab,2025-08-29 18:32:00,,False,Active,1663.99,False,False,False,1225.12,False
3905,MCH1179,Suresh-Chand,5942.0,Books & Stationery,Partnership,Chennai,Tamil Nadu,2025-11-19 00:00:00,,False,Active,,False,False,False,1167.225,False
2578,MCH1180,Sangha and Sons,5411.0,Grocery,Individual,Hyderabad,Telangana,2023-11-03 00:00:00,VUOK6265318074983,True,Active,993.08,False,False,False,1233.545,False
3241,MCH1183,Rajan LLC,5812.0,Restaurant,Private Limited,Bengaluru,Karnataka,2023-02-02 00:00:00,,False,Active,1717.84,False,False,False,1327.31,False
4826,MCH1185,"Buch, Barad and Toor",5999.0,Misc Retail,Partnership,Jalandhar,Punjab,2024-06-16 00:00:00,6769671490,True,Active,2955.34,False,False,False,1276.92,False
4878,MCH1188,M0rar Ltd,5912.0,Pharmacy,Individual,Hyderabad,Telangana,2024-02-19 00:00:00,3674511273,True,Active,1156.7,False,False,False,1300.55,False
4194,MCH1189,"rai, doctor and dar",5699.0,Apparel,Sole Proprietor,Mumbai,Maharashtra,2024-11-13 20:40:00,8075572970,True,Active,1513.0,False,False,False,1252.4299999999998,False
969,MCH1191,raval ltd,4814.0,Mobile Recharge,Individual,Kolkata,West Bengal,2023-01-19 00:18:56,,False,Inactive,1670.52,False,False,False,1108.585,False
3623,MCH1193,"Padmanabhan, Sekhon and Dhawan",5812.0,Restaurant,Partnership,Lucknow,Uttar Pradesh,2025-01-16 00:00:00,,False,Active,1712.05,False,False,False,1327.31,False
343,MCH1195_1,Cherian-Rana,4131.0,Transportation,Sole Proprietor,Jalandhar,Punjab,2025-09-09 00:00:00,,False,Active,364.17,False,False,False,1225.12,True
1495,MCH1195_2,Parekh-Patla,5942.0,Books & Stationery,Partnership,Ludhiana,Punjab,2023-06-27 00:00:00,,False,Active,741.86,False,False,False,1167.225,True
331,MCH1197,"Gaba, Wadhwa and Sahni",5411.0,Grocery,Private Limited,Mumbai,Maharashtra,2024-08-01 00:00:00,8143796682,True,Active,488.96,False,False,False,1233.545,False
581,MCH1199_1,Chad-Grewal,5812.0,Restaurant,Sole Proprietor,Hyderabad,Telangana,2024-11-22 00:00:00,8520358001,True,Active,187.18,False,False,False,1327.31,True
4120,MCH1199_2,"  Chatterjee, Chada and Ghose  ",5812.0,Restaurant,Private Limited,Chennai,Tamil Nadu,2025-04-14 01:46:00,,False,Active,6574.56,False,False,False,1327.31,True
6080,MCH1200,  Vora and Sons  ,,Apparel,Private Limited,Pune,Maharashtra,2023-02-08 00:00:00,MQRX2052089170910,True,Active,1072.0,False,False,True,1252.4299999999998,False
6054,MCH1202,KOSHY-BORDE,5311.0,Retail,Partnership,Ludhiana,Punjab,2023-04-27 14:11:10,QMOB6262370066772,True,Active,1998.99,False,False,False,1126.42,False
3929,MCH1204,  Rana Group  ,5311.0,Department Store,Private Limited,Jaipur,Rajasthan,2025-05-24 15:30:29,,False,Active,733.33,False,False,False,1356.755,False
1401,MCH1207,"pillai, oak and barman",5812.0,Restaurant,Individual,Delhi,Delhi,2024-04-11 00:00:00,,False,Active,1280.08,False,False,False,1327.31,False
5245,MCH1210,"Dua, Buch and Kaul",,Books & Stationery,Private Limited,Mumbai,Maharashtra,,9379400368,True,Suspended,1903.0,False,True,True,1167.225,False
1993,MCH1211,"  Munshi, Pai and Sibal  ",5311.0,Retail,Sole Proprietor,Delhi,Delhi,2023-01-04 00:00:00,NHYW6672789857023,True,Active,296.16,False,False,False,1126.42,False
389,MCH1213,Ray LLC,5912.0,Pharmacy,Partnership,Pune,Maharashtra,2024-01-07 18:33:52,1805958295,True,Active,1556.0,False,False,False,1300.55,False
101,MCH1214_1,Padmanabhan Gr0up,4814.0,Telecom,Individual,Amritsar,Punjab,2025-08-24 00:00:00,,False,Active,,True,False,False,1213.17,True
